id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
7658,Bulgarian Bag Swing Squat,https://youtu.be/gVYqz0SXsXE?si=WX6MR6-rxwXauydO,https://youtu.be/pKkO375ukiM?si=hViaWAmn-trGHUuI,Advanced,Glutes,Gluteus Maximus,Quadriceps Femoris,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Swing Squat,Glutes,Quads,Combines swing and squat; dual hip and knee extension.
7659,Bulgarian Bag Alternating Forward Lunge with Rotation,,https://youtu.be/jI5o5O6ADpU?si=9f_wK-1jSFrrTJ9v,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bulgarian Bag,Bulgarian Bag Rotational Lunge,Quads,Glutes,Lunge with contralateral rotation; quads are primary movers.
7660,Battle Rope Single Leg Standing Double Wave,https://youtu.be/6d6b8cx0pO0?si=NKi1a2se39GGFRx3,,Intermediate,Biceps,Biceps Brachii,,Upper Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Battle Ropes,Single-Leg Battle Rope Double Wave,Biceps,,Upper body wave motion with single-leg stance for instability.
7661,Battle Rope Single Leg Standing Power Slam,,https://youtu.be/40IXomjo5XM?si=qvjMBRQEACW_0aHM,Intermediate,Abdominals,Rectus Abdominis,,Upper Body,Unilateral,Balance,2025-08-10 01:02:44.550093+00,Battle Ropes,Single-Leg Battle Rope Slam,Abs,,Power slams engage core dynamically; single-leg stance adds balance.
7662,Landmine V Grip Tall Kneeling Chest Press,https://youtu.be/FFWOG7Xk5RE?si=JwIHWZtHK6_oDHhQ,,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Tall-Kneeling Landmine Press,Chest,Triceps Brachii,Landmine press in tall-kneeling position; chest-focused pressing.
7663,Double Clubbell Swipe to Alternating Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Swipe to Alternating Cast,Posterior Deltoids,Glutes,Complex movement combining rear delt swipes and explosive casts.
7664,Double Clubbell Order Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Double Clubbell Cyclist Squat,Quads,Glutes,Squat variation with unilateral loading pattern.
7665,Single Arm Clubbell Order Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Clubbell,Single-Arm Clubbell Cyclist Squat,Quads,Glutes,Unilateral squat with contralateral load.
7666,Alternating Double Kettlebell Bottoms Up Z Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Kettlebell Z Press,Anterior Deltoids,Triceps Brachii,Seated overhead press with alternating arms.
7667,Battle Rope Single Leg Standing Clap,https://youtu.be/bB3WGOVrqAg?si=Pby2lcyL_Cq98LT9,,Intermediate,Shoulders,Lateral Deltoids,Biceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Battle Ropes,Single-Leg Battle Rope Clap,Lateral Deltoids,Biceps,Overhead clapping motion emphasizes shoulder flexion.
7668,Single Arm Macebell Mill,,https://youtu.be/xtuW0e-6q5U?si=nDviJdyl4esinr7I,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Macebell,Single-Arm Macebell Mill,Posterior Deltoids,Abs,Circular motion targets rear delts and core stability.
7669,Dumbbell Goblet Low Switch Cossack Squat,https://youtu.be/ggVuR079WHM?si=QWRGadB6a4zrJrLz,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Dumbbell Cossack Squat with Low Switch,Quads,Adductors,Lateral squat with dynamic weight transfer.
7670,Double Kettlebell Clean to Alternating Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Thruster,Anterior Deltoids,Quads,Combines clean and push press in one fluid motion.
7671,Double Kettlebell Clean to Alternating Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Clean and Press,Anterior Deltoids,Glutes,Clean followed by overhead press; glutes contribute to drive.
7672,Double Kettlebell Bottoms Up Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Thruster,Anterior Deltoids,Glutes,Thruster combines front squat and press; glutes are key in drive.
7673,Double Kettlebell Bottoms Up Clean to Alternating Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Alternating Thruster,Anterior Deltoids,Glutes,Alternating version maintains full-body engagement.
7674,Double Kettlebell Bottoms Up Clean to Alternating Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Clean and Alternating Press,Anterior Deltoids,Triceps Brachii,Clean followed by alternating overhead press.
7675,Double Kettlebell Clean to Split Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Split Jerk,Anterior Deltoids,Glutes,Jerk variation with split stance for overhead stability.
7676,Double Kettlebell Bottoms Up Clean to Split Jerk,,,Advanced,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Double Kettlebell Split Jerk,Anterior Deltoids,Glutes,Same movement pattern regardless of bottoms-up grip.
7677,Double Dumbbell Front Rack Cossack Squat,https://youtu.be/ZxjMX7k3Zp0?si=pZtrI1oUYV-FsjgX,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Single-Arm Kettlebell Split Jerk,Anterior Deltoids,Glutes,Unilateral jerk with split stance for balance.
7678,Double Dumbbell Overhead Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Alternating Kettlebell Split Jerk,Anterior Deltoids,Glutes,Alternating arms in split jerk pattern.
7679,Double Dumbbell Overhead Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Double Dumbbell Cossack Squat,Quads,Adductors,Lateral squat with front rack loading.
7680,Double Dumbbell Low Hold Alternating Cossack Squat,https://youtu.be/k6L3kWztcNs?si=GiG4ZJIK5HCWo7Rm,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Overhead Alternating Dumbbell Cossack Squat,Quads,Adductors,Lateral squat with overhead alternating arm support.
7681,Double Dumbbell Low Hold Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Overhead Dumbbell Cossack Squat,Quads,Adductors,Bilateral overhead loading in lateral squat.
7682,Single Arm Kettlebell Clean to Split Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Alternating Low-Hold Dumbbell Cossack Squat,Quads,Adductors,Cossack squat with alternating low dumbbell hold.
7683,Alternating Single Arm Kettlebell Clean to Split Jerk,,,Intermediate,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell,Low-Hold Dumbbell Cossack Squat,Quads,Adductors,Static lateral squat with low dumbbell hold.
7684,Suspension Low Switch Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Trainer Cossack Squat,Quads,Adductors,Uses suspension for balance and range of motion.
7685,Suspension Cossack Squat,https://youtu.be/kZdZsw22lU4?si=Y2-3ATlU1R18Acir,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Cossack Squat,Quadriceps,Adductors,Standard name retained; targets quads and adductors using suspension trainer.
7686,Single Arm Suspension Alternating Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single-Arm Suspension Alternating Cossack Squat,Quadriceps,Adductors,Alternating version with single-arm load; core stabilization emphasized.
7687,Single Arm Suspension Contralateral Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single-Arm Suspension Contralateral Cossack Squat,Quadriceps,Adductors,Opposite arm and leg movement pattern; increases anti-rotation demand.
7688,Single Arm Suspension Low Switch Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single-Arm Suspension Low-Shift Cossack Squat,Quadriceps,Adductors,'Low switch' interpreted as lateral weight shift; name adjusted for clarity.
7689,Suspension Foot Elevated Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Suspension Foot-Elevated Cossack Squat,Quadriceps,Adductors,Elevated foot increases range of motion; standard name reflects modification.
7690,Single Arm Suspension Foot Elevated Contralateral Cossack Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Suspension Trainer,Single-Arm Suspension Foot-Elevated Contralateral Cossack Squat,Quadriceps,Adductors,Combines foot elevation and contralateral loading; name clarifies complexity.
7691,Barbell Overhead Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Overhead Barbell Cossack Squat,Quadriceps,Adductors,Barbell held overhead; increases core and shoulder stability demand.
7692,Barbell Front Rack Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Front-Rack Barbell Low-Shift Cossack Squat,Quadriceps,Adductors,'Low switch' interpreted as lateral shift; name adjusted for clarity.
7693,Barbell Back Rack Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Back-Rack Barbell Low-Shift Cossack Squat,Quadriceps,Adductors,"Barbell on back, lateral shift; name standardizes 'low switch'."
7694,Barbell Back Rack Cossack Squat,https://youtu.be/pOSa7abtPaQ?si=RtB71Qujc9eZBx-J,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Back-Rack Barbell Cossack Squat,Quadriceps,Adductors,Standard barbell back squat variation with lateral movement.
7695,Barbell Front Rack Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell,Front-Rack Barbell Cossack Squat,Quadriceps,Adductors,Barbell in front rack position; emphasizes upright torso.
7696,Landmine Goblet Cossack Squat,https://youtu.be/DYVAGWST-E8?si=NbgYbTD-kINhnv6a,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Goblet Cossack Squat,Quadriceps,Adductors,Uses landmine for goblet-like loading; name retained for clarity.
7697,Landmine Goblet Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Goblet Low-Shift Cossack Squat,Quadriceps,Adductors,Lateral shift with landmine goblet hold; 'low switch' standardized.
7698,Landmine Goblet Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Goblet Foot-Elevated Cossack Squat,Quadriceps,Adductors,Increased ROM with elevated foot; name reflects modification.
7699,Landmine Low Hold Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Low-Hold Cossack Squat,Quadriceps,Adductors,"Holding landmine near base; reduces lever arm, increases control."
7700,Landmine Low Hold Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Low-Hold Low-Shift Cossack Squat,Quadriceps,Adductors,Combines low hold and lateral shift; name clarifies movement.
7701,Landmine Low Hold Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine,Landmine Low-Hold Foot-Elevated Cossack Squat,Quadriceps,Adductors,Elevated foot increases stretch; low hold increases stability demand.
7702,Dumbbell Goblet Cossack Squat,https://youtu.be/qxb36LOiBsc?si=9n0Wr7YfIHCom-_w,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Dumbbell Goblet Cossack Squat,Quadriceps,Adductors,Standard name; dumbbell held at chest in goblet position.
7703,Single Arm Dumbbell Front Rack Contralateral Cossack Squat,https://youtu.be/cmB4dq8MgVk?si=s0qFLxm2MDbbX3dw,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Single-Arm Dumbbell Front-Rack Contralateral Cossack Squat,Quadriceps,Adductors,Opposite arm and leg movement; increases core and balance demand.
7704,Double Dumbbell Overhead Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell,Double Dumbbell Overhead Low-Shift Cossack Squat,Quadriceps,Adductors,Dumbbells overhead with lateral shift; name standardizes 'low switch'.
7705,Double Dumbbell Overhead Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Double Dumbbell Overhead Foot-Elevated Cossack Squat,Quadriceps,Adductors,Overhead load with elevated foot; increases mobility and stability demands.
7706,Double Dumbbell Front Rack Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Double Dumbbell Front-Rack Low-Shift Cossack Squat,Quadriceps,Adductors,Front-rack position with lateral shift; 'low switch' standardized.
7707,Double Dumbbell Front Rack Foot Elevated Cossack Squat,https://youtu.be/d0gACX9heHk?si=U0snvFOFoR0LH9Ne,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Double Dumbbell Front-Rack Foot-Elevated Cossack Squat,Quadriceps,Adductors,Elevated foot increases ROM; front-rack loading supports upright posture.
7708,Single Arm Dumbbell Front Rack Alternating Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Single-Arm Dumbbell Front-Rack Alternating Cossack Squat,Quadriceps,Adductors,Alternating side-to-side movement with single-arm load.
7709,Single Arm Dumbbell Front Rack Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Single-Arm Dumbbell Front-Rack Low-Shift Cossack Squat,Quadriceps,Adductors,Lateral weight shift with single-arm front-rack hold.
7710,Dumbbell Low Hold Cossack Squat,https://youtu.be/k4p89WEkl58?si=S4JsgnfzWmFK3l4G,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Dumbbell Low-Hold Cossack Squat,Quadriceps,Adductors,Dumbbell held near hips; reduces upper body loading.
7711,Dumbbell Low Hold Alternating Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Dumbbell Low-Hold Alternating Cossack Squat,Quadriceps,Adductors,Alternating version with minimal upper body load.
7712,Double Dumbbell Low Hold Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Double Dumbbell Low-Hold Low-Shift Cossack Squat,Quadriceps,Adductors,Dual dumbbells at low hold with lateral shift.
7713,Double Dumbbell Low Hold Foot Elevated Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Double Dumbbell Low-Hold Foot-Elevated Cossack Squat,Quadriceps,Adductors,Increased ROM from foot elevation; low hold reduces upper body demand.
7714,Dumbbell Low Hold Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Dumbbell Low-Hold Low-Shift Cossack Squat,Quadriceps,Adductors,Lateral shift with dumbbell held low; name standardizes 'low switch'.
7715,Dumbbell Low Hold Foot Elevated Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Foot-Elevated Cossack Squat with Dumbbell,Quadriceps,Adductors,Cossack squat variation with foot elevation and dumbbell for added load
7716,Single Arm Dumbbell Overhead Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Overhead Dumbbell Cossack Squat (Contralateral),Quadriceps,Adductors,Cossack squat with single-arm overhead dumbbell on opposite side
7717,Single Arm Dumbbell Overhead Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Dumbbell,Overhead Dumbbell Cossack Squat (Ipsilateral),Quadriceps,Adductors,Cossack squat with single-arm overhead dumbbell on same side
7718,Single Arm Kettlebell Bottoms Up Clean to Split Jerk,,,Advanced,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:45.193975+00,Kettlebell,Single-Arm Kettlebell Clean and Split Jerk,Anterior Deltoids,Glutes,Explosive full-body movement combining clean and jerk in split stance
7719,Alternating Single Arm Kettlebell Bottoms Up Clean to Split Jerk,,,Advanced,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:45.193975+00,Kettlebell,Alternating Kettlebell Clean and Split Jerk,Anterior Deltoids,Glutes,Alternating version of clean and split jerk with bottoms-up grip
7720,Double Kettlebell Bottoms Up Split Jerk,,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:45.193975+00,Kettlebell,Double Kettlebell Split Jerk,Anterior Deltoids,Triceps,Double overhead jerk from split stance with bottoms-up kettlebell hold
7721,Clubbell Order Alternating Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Clubbell,Alternating Clubbell Cossack Squat,Quadriceps,Adductors,Cossack squat with alternating clubbell movement pattern
7722,Clubbell Order Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Clubbell,Clubbell Cossack Squat,Quadriceps,Adductors,Cossack squat with clubbell in front rack or order position
7723,Clubbell Order Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.193975+00,Clubbell,Clubbell Low-Switch Cossack Squat,Quadriceps,Adductors,Cossack squat with low clubbell switches during movement
